user1,user2
1895099,32593858
1895099,32760749
1895099,32897548
1895099,33203743
1895099,34179309
1895099,34271571
1895099,34361356
1895099,34389812
1895099,34453980
1895099,34460179
1895099,34580616
1895099,34682153
1895099,35421864
1895099,35508115
1895099,36032513
1895099,36248727
1895099,36252462
1895099,36612515
1895099,37194723
1895099,37777801
1895099,38013449
1895099,38097743
1895099,38488881
1895099,38511849
1895099,38682410
1895099,38931297
1895099,39046823
1895099,40049943
1895099,40148810
1895099,40158696
1895099,40267662
1895099,41041744
1895099,41081915
1895099,41484644
1895099,42286883
1895099,42373714
1895099,42586877
1895099,42836632
1895099,42950899
1895099,43225108
1895099,43375631
1895099,43493378
1895099,43644931
1895099,43646846
1895099,44171859
1895099,44377761
1895099,44650990
1895099,44723126
1895099,44797274
1895099,45339607
1895099,45701754
1895099,45806029
1895099,45925051
1895099,46082149
1895099,46082292
1895099,46092850
1895099,46278169
1895099,46333100
1895099,46529852
1895099,46544239
1895099,47075883
1895099,47528804
1895099,47760537
1895099,48679883
1895099,48765585
1895099,48930744
1895099,49076568
1895099,49347318
1895099,50067210
1895099,50331137
1895099,50545105
1895099,50623166
1895099,51256343
1895099,51550596
1895099,51648026
1895099,51707675
1895099,51826669
1895099,52463815
1895099,52648332
1895099,52792271
1895099,53078775
1895099,53173547
1895099,53277578
1895099,53405929
1895099,53528825
1895099,53774591
1895099,54133777
1895099,54204113
1895099,54975804
1895099,55229405
1895099,55327674
1895099,55371384
1895099,55435273
1895099,56275939
1895099,57776859
1895099,58114389
1895099,58379147
1895099,58560796
1895099,58664389
1895099,58668483
1895099,59755578
1895099,59952753
1895099,60038497
1895099,61620111
1895099,61859573
1895099,62182487
1895099,62232693
1895099,62491466
1895099,64031796
1895099,64056225
1895099,64477086
1895099,64583471
1895099,65228897
1895099,65393441
1895099,65470303
1895099,65721174
1895099,66366772
1895099,66437812
1895099,67014089
1895099,67160123
1895099,68467930
1895099,69195916
1895099,70267254
1895099,70630195
1895099,72894547
1895099,72953005
1895099,73149631
1895099,73287091
1895099,73463667
1895099,73662673
1895099,74588626
1895099,76072940
1895099,76431994
1895099,76543346
1895099,77314048
1895099,77558001
1895099,78527403
1895099,79384990
1895099,79850923
1895099,80962360
1895099,82473174
1895099,82713260
1895099,83069305
1895099,83299154
1895099,83380266
1895099,84507643
1895099,84629822
1895099,85180536
1895099,85197922
1895099,85256029
1895099,85498997
1895099,85499577
1895099,85798799
1895099,86069090
1895099,87684705
1895099,87907489
1895099,88699532
1895099,89772702
1895099,89819930
1895099,90091436
1895099,91340857
1895099,91778810
1895099,92115265
1895099,92233366
1895099,92661261
1895099,93093441
1895099,93156012
1895099,93805726
1895099,93879105
1895099,94113272
1895099,94323751
1895099,94628159
1895099,94781252
1895099,95236092
1895099,95462058
1895099,96811409
1895099,97164049
1895099,97740082
1895099,98206547
1895099,98647407
1895099,100216379
1895099,100864438
1895099,102591099
1895099,104009353
1895099,104366104
1895099,104829999
1895099,105958052
1895099,106185310
1895099,106875502
1895099,107241856
1895099,107243400
1895099,107523905
1895099,108363004
1895099,109094730
1895099,110840458
1895099,111585808
1895099,113149546
1895099,115706759
1895099,115838928
1895099,116019091
1895099,116274849
1895099,116526767
1895099,119938593
1895099,122110404
1895099,122767439
1895099,124890239
1895099,125670826
1895099,126173781
1895099,126378565
1895099,126885998
1895099,131190453
1895099,131481010
1895099,131503461
1895099,132659059
1895099,132905417
1895099,132927864
1895099,133017967
1895099,133089911
1895099,133847924
1895099,133887002
1895099,134057269
1895099,134486331
1895099,134513487
1895099,134838059
1895099,135258311
1895099,136131094
1895099,136822473
1895099,136899631
1895099,137069794
1895099,137140084
1895099,137398961
1895099,137835412
1895099,138245887
1895099,138522834
1895099,138572817
1895099,138685207
1895099,139317664
1895099,139571746
1895099,139640073
1895099,141147243
1895099,141247439
1895099,141597679
1895099,141912042
1895099,142576459
1895099,142985668
1895099,143289010
1895099,144178176
1895099,144984247
1895099,145554573
1895099,145787540
1895099,145856504
1895099,146871025
1895099,148526669
1895099,148923012
1895099,149098405
1895099,150300691
1895099,150674527
1895099,150786206
1895099,150798637
1895099,150846939
1895099,151415890
1895099,151695072
1895099,151935968
1895099,152466782
1895099,152559880
1895099,153206536
1895099,154146909
1895099,154280860
1895099,154629633
1895099,155251511
1895099,155989564
1895099,156004111
1895099,156068430
1895099,156176930
1895099,156485570
1895099,156751349
1895099,156768334
1895099,157026886
1895099,157410288
1895099,157479531
1895099,157566209
1895099,157637516
1895099,159444502
1895099,159491858
1895099,159630773
1895099,160017034
1895099,160353568
1895099,161403112
1895099,161612379
1895099,162433782
1895099,163918391
1895099,164293612
1895099,164747316
1895099,165088431
1895099,165138926
1895099,165989684
1895099,167127614
1895099,167133663
1895099,167165543
1895099,167453338
1895099,167497744
1895099,168027821
1895099,168368695
1895099,168440461
1895099,168845897
1895099,169082918
1895099,169306469
1895099,170170850
1895099,170659622
1895099,170865360
1895099,171371311
1895099,171444266
1895099,172137637
1895099,172365342
1895099,172624212
1895099,173184593
1895099,173406769
1895099,173524929
1895099,173676087
1895099,173983109
1895099,174603283
1895099,174815612
1895099,174938548
1895099,175043585
1895099,175332007
1895099,176072749
1895099,176432016
1895099,176589781
1895099,176798794
1895099,177377627
1895099,177389725
1895099,177637052
1895099,178597104
1895099,179095524
1895099,179965203
1895099,180581344
1895099,181450502
1895099,183518341
1895099,184354555
1895099,184775181
1895099,185350579
1895099,185838782
1895099,186297451
1895099,186323894
1895099,186376585
1895099,188103934
1895099,188184591
1895099,188466535
1895099,188876199
1895099,188880146
1895099,190947643
1895099,191085224
1895099,191393788
1895099,192500243
1895099,194055004
1895099,194197806
1895099,194701986
1895099,196019285
1895099,196947266
1895099,197004292
1895099,197367113
1895099,197442506
1895099,200428317
1895099,201431429
1895099,202611830
1895099,203294560
1895099,203409720
1895099,203470491
1895099,203624207
1895099,205208420
1895099,205273300
1895099,205386150
1895099,205407006
1895099,205684667
1895099,206122521
1895099,206207449
1895099,206430915
1895099,206892502
1895099,207174056
1895099,207679095
1895099,208289391
1895099,208737532
1895099,208841533
1895099,209063870
1895099,209309477
1895099,210595583
1895099,210612244
1895099,210806197
1895099,210907646
1895099,211300998
1895099,211971031
1895099,213151204
1895099,214908821
1895099,215407795
1895099,216749908
1895099,217346865
1895099,218423425
1895099,219610718
1895099,219795037
1895099,219838812
1895099,220601134
1895099,220643661
1895099,220648029
1895099,220947126
1895099,221350797
1895099,221385020
1895099,221436341
1895099,221760440
1895099,222466372
1895099,223265542
1895099,224189282
1895099,226603430
1895099,226689967
1895099,227380965
1895099,227450705
1895099,228539493
1895099,228655828
1895099,228693584
1895099,232405765
1895099,234856761
1895099,234996828
1895099,235116256
1895099,235693322
1895099,236197919
1895099,236516484
1895099,236952037
1895099,237685289
1895099,239429305
1895099,241015225
1895099,241718227
1895099,241788036
1895099,243519970
1895099,243791428
1895099,245169111
1895099,245422989
1895099,245563539
1895099,245943970
1895099,247029103
1895099,249041820
1895099,249483868
1895099,250013906
1895099,250467860
1895099,251698864
1895099,251879677
1895099,252128897
1895099,252293136
1895099,253856864
1895099,254006217
1895099,255488163
1895099,256824549
1895099,257922753
1895099,259392884
1895099,259507016
1895099,260205058
1895099,260932078
1895099,261367895
1895099,261918079
1895099,263584172
1895099,264328408
1895099,266002590
1895099,266184764
1895099,267458962
1895099,267925351
1895099,268493826
1895099,268706865
1895099,269000193
1895099,269237038
1895099,271422058
1895099,272092447
1895099,272146540
1895099,273962611
1895099,275019451
1895099,275159375
1895099,276108510
1895099,276138351
1895099,276368100
1895099,278396748
1895099,278839684
1895099,279017230
1895099,280043770
1895099,280631960
1895099,280817831
1895099,281231066
1895099,281382622
1895099,281699000
1895099,282264734
1895099,283459122
1895099,285401734
1895099,285925306
1895099,286863560
1895099,288357002
1895099,289353291
1895099,289804655
1895099,290385757
1895099,292692678
1895099,292774270
1895099,294183035
1895099,295515072
1895099,295792703
1895099,296549405
1895099,297047815
1895099,298210823
1895099,298542614
1895099,300477993
1895099,300804061
1895099,301289088
1895099,302015746
1895099,302333907
1895099,303955371
1895099,304184936
1895099,304324785
1895099,305473424
1895099,306228851
1895099,306450137
1895099,307761480
1895099,310584671
1895099,311379982
1895099,311877843
1895099,312283651
1895099,312544122
1895099,312709832
1895099,313832603
1895099,313859414
1895099,314396418
1895099,317697477
1895099,318482915
1895099,321296200
1895099,322120843
1895099,323801052
1895099,325591001
1895099,326134063
1895099,326426420
1895099,327096807
1895099,328810904
1895099,329210250
1895099,329971213
1895099,331217358
1895099,331374848
1895099,331590642
1895099,335554165
1895099,335556207
1895099,336488684
1895099,337739461
1895099,338965541
1895099,339702554
1895099,339925658
1895099,340528457
1895099,343007525
1895099,343658174
1895099,345145262
1895099,348014941
1895099,348439377
1895099,349669286
1895099,350339854
1895099,352133851
1895099,352748660
1895099,354242746
1895099,354633409
1895099,354862421
1895099,355681392
1895099,356356318
1895099,358882514
1895099,359114841
1895099,359248106
1895099,360695628
1895099,361461371
1895099,362118359
1895099,362632486
1895099,363599650
1895099,363962471
1895099,365134740
1895099,366296492
1895099,366669811
1895099,368057905
1895099,368085568
1895099,370038612
1895099,370202417
1895099,370934320
1895099,372094488
1895099,373287896
1895099,374337958
1895099,376242427
1895099,376505874
1895099,379174148
1895099,382542587
1895099,383334347
1895099,383346113
1895099,384546903
1895099,385345746
1895099,386403078
1895099,386788166
1895099,387751044
1895099,390409476
1895099,391611867
1895099,392180642
1895099,393732524
1895099,394810859
1895099,395720716
1895099,397047719
1895099,397853417
1895099,398101553
1895099,398229107
1895099,398502911
1895099,402138510
1895099,404054905
1895099,406955427
1895099,407298374
1895099,409052125
1895099,409167076
1895099,410268235
1895099,410633239
1895099,411137455
1895099,411555235
1895099,411858473
1895099,412639579
1895099,416389915
1895099,418466345
1895099,418561650
1895099,419737757
1895099,420390232
1895099,420838044
1895099,421370819
1895099,421508564
1895099,422081192
1895099,422557584
1895099,422787364
1895099,423219233
1895099,423550929
1895099,424542476
1895099,426764211
1895099,426916829
1895099,427383710
1895099,427602516
1895099,427865746
1895099,429991896
1895099,430190344
1895099,433496212
1895099,433723260
1895099,433953734
1895099,435379949
1895099,437313296
1895099,439593369
1895099,448226052
1895099,451724032
1895099,454820606
1895099,455155712
1895099,455990216
1895099,456633137
1895099,456687306
1895099,457263297
1895099,457562666
1895099,457577259
1895099,457922086
1895099,464454609
1895099,466001700
1895099,467225476
1895099,472130247
1895099,472263341
1895099,472277485
1895099,473013416
1895099,473626085
1895099,474317463
1895099,474317584
1895099,476364640
1895099,476409077
1895099,482751427
1895099,483778545
1895099,487120366
1895099,487484262
1895099,489255913
1895099,493137492
1895099,495671036
1895099,497614745
1895099,500425535
1895099,508398205
1895099,510076010
1895099,514945884
1895099,516806275
1895099,519517441
1895099,519616887
1895099,519808380
1895099,520306475
1895099,521798502
1895099,523104837
1895099,523688583
1895099,524597008
1895099,526201973
1895099,530141559
1895099,530362022
1895099,536961012
1895099,538464898
1895099,546320811
1895099,549667819
1895099,551000245
1895099,551805222
1895099,560423173
1895099,561933438
1895099,566900272
1895099,575877469
1895099,601641993
1895099,602003927
1895099,609556235
1895099,614266342
1895099,625833296
1895099,640181343
1895099,652660765
1895099,654710196
1895099,662606876
1895099,669306959
1895099,677379008
1895099,698584767
1895099,704599191
1895099,711757121
1895099,713178266
1895099,719294125
1895099,733695761
1895099,733709727
1895099,739667272
1895099,759392701
1895099,767327064
1895099,807500018
1895099,811984431
1895099,812067640
2047488,11136
2047488,31912
2047488,108341
2047488,231176
2047488,310235
2047488,433780
2047488,446927
2047488,551866
2047488,577947
2047488,675914
2047488,878549
2047488,891453
2047488,1059143
2047488,1195929
2047488,1481103
2047488,1519334
2047488,1556722
2047488,1585914
2047488,1595708
2047488,1645037
2047488,1697920
2047488,1715273
2047488,1943642
2047488,1981567
2047488,2043175
2047488,2203656
2047488,2451083
2047488,2524405
2047488,2527397
2047488,2619005
2047488,2749724
2047488,2862604
2047488,2903448
2047488,3074050
2047488,3169213
2047488,3195482
2047488,3508705
2047488,3518401
2047488,3558919
2047488,3649864
2047488,3772260
2047488,3862390
2047488,3863811
2047488,3942796
2047488,3954659
2047488,3960017
2047488,3973536
2047488,4044608
2047488,4055769
2047488,4128922
2047488,4201760
2047488,4529243
2047488,4838461
2047488,4876870
2047488,5198524
2047488,5356384
2047488,6055442
2047488,6076471
2047488,6317940
2047488,6494966
2047488,6734053
2047488,7404539
2047488,7471575
2047488,8094319
2047488,8219997
2047488,8617669
2047488,8652398
2047488,8769091
2047488,9427120
2047488,10288085
2047488,11780941
2047488,12035357
2047488,13063883
2047488,14222866
2047488,14661328
2047488,15601907
2047488,15844864
2047488,16816450
2047488,17178836
2047488,18501313
2047488,18911442
2047488,19827971
2047488,20673623
2047488,21461201
2047488,21525023
2047488,24961089
2047488,25428842
2047488,27390118
2047488,27768144
2047488,30429020
2047488,32834344
2047488,34547404
2047488,37278005
2047488,37695805
2047488,39100438
2047488,40338868
2047488,41254884
2047488,43480893
2047488,45936553
2047488,47448634
2047488,47953819
2047488,48189944
2047488,52463815
2047488,53214929
2047488,56777065
2047488,57312710
2047488,59586134
2047488,59906295
2047488,63568470
2047488,64935603
2047488,66363867
2047488,66481830
2047488,66732404
2047488,69516754
2047488,76009883
2047488,76543346
2047488,78746344
2047488,87306525
2047488,87359827
2047488,90916661
2047488,92539572
2047488,93029088
2047488,93088885
2047488,94836178
2047488,98658676
2047488,101516351
2047488,101768092
2047488,110418113
2047488,115454924
2047488,131862726
2047488,137254112
2047488,137643445
2047488,138736339
2047488,139445811
2047488,142807803
2047488,143631741
2047488,145035311
2047488,145491996
2047488,151825953
2047488,154793158
2047488,156042878
2047488,157792144
2047488,158760461
2047488,164561235
2047488,167195721
2047488,173078408
2047488,173721975
2047488,174488467
2047488,174871264
2047488,174938548
2047488,178759515
2047488,182264020
2047488,182986596
2047488,183869778
2047488,185132841
2047488,185346428
2047488,187116960
2047488,188170469
2047488,188369326
2047488,189629469
2047488,196507458
2047488,197648230
2047488,198194356
2047488,201947599
2047488,204980982
2047488,208483860
2047488,209816115
2047488,209877728
2047488,210582684
2047488,211701002
2047488,213735385
2047488,214302651
2047488,214820911
2047488,215400675
2047488,215922505
2047488,220601134
2047488,220922944
2047488,223138381
2047488,223205622
2047488,223975602
2047488,228724368
2047488,229053933
2047488,229246767
2047488,230248850
2047488,230269768
2047488,231839471
2047488,231848407
2047488,232826806
2047488,232970203
2047488,235451446
2047488,236119746
2047488,236256845
2047488,244607724
2047488,245272339
2047488,252848219
2047488,255431792
2047488,255486297
2047488,255488163
2047488,256295731
2047488,261020879
2047488,266229301
2047488,267835858
2047488,269846471
2047488,274903824
2047488,276202310
2047488,278045796
2047488,280511137
2047488,280631960
2047488,282019109
2047488,284195925
2047488,286333148
2047488,291266946
2047488,294842992
2047488,296787124
2047488,297176936
2047488,298746960
2047488,302979752
2047488,307521672
2047488,310244166
2047488,310269302
2047488,314823086
2047488,315465631
2047488,317073273
2047488,320734645
2047488,321154425
2047488,321386045
2047488,326715795
2047488,327492803
2047488,327812780
2047488,328957889
2047488,331815848
2047488,332851907
2047488,336935141
2047488,339982969
2047488,340318130
2047488,341488308
2047488,343968113
2047488,344935668
2047488,347080480
2047488,350201959
2047488,352215103
2047488,352235180
2047488,352289588
2047488,363962471
2047488,367415439
2047488,369109079
2047488,375627290
2047488,376024692
2047488,380810708
2047488,381619859
2047488,386078262
2047488,386495648
2047488,386978296
2047488,389774147
2047488,398862999
2047488,406679199
2047488,415352479
2047488,421875839
2047488,421998368
2047488,427475338
2047488,429726015
2047488,431284627
2047488,431831107
2047488,433211236
2047488,433402963
2047488,433679665
2047488,434572513
2047488,441491772
2047488,448104698
2047488,450097956
2047488,450267928
2047488,452437470
2047488,459753941
2047488,460184190
2047488,461986503
2047488,463178686
2047488,474370554
2047488,480001774
2047488,482768242
2047488,484485507
2047488,488945159
2047488,490426594
2047488,495618945
2047488,503807018
2047488,505857827
2047488,506987314
2047488,511584128
2047488,513904603
2047488,517273469
2047488,518622645
2047488,524555904
2047488,527889033
2047488,529282969
2047488,529388419
2047488,532284722
2047488,536192949
2047488,538352154
2047488,539185356
2047488,542875250
2047488,551085039
2047488,551314102
2047488,557040226
2047488,561454378
2047488,575977487
2047488,582268782
2047488,591271550
2047488,598048075
2047488,608425502
2047488,623218220
2047488,626974457
2047488,648675104
2047488,670832661
2047488,671389500
2047488,699222658
2047488,715034543
2047488,757570407
2047488,758286278
2047488,760089201
2047488,777688062
2047488,784091810
2047488,850410541
4839454,3260203
4839454,3285605
4839454,4098648
4839454,5448496
4839454,5543974
4839454,6551962
4839454,8181533
4839454,8521914
4839454,8583532
4839454,13645527
4839454,18796157
4839454,23812304
4839454,24490303
4839454,26959263
4839454,29360668
4839454,29814112
4839454,30531215
4839454,32447368
4839454,34316834
4839454,42168329
4839454,52659763
4839454,58972504
4839454,60693854
4839454,62382123
4839454,63087242
4839454,65165449
4839454,69116530
4839454,71130071
4839454,71241279
4839454,74396154
4839454,74397174
4839454,76698638
4839454,80603819
4839454,84241812
4839454,88086113
4839454,94465747
4839454,95053300
4839454,96226042
4839454,96442065
4839454,97515573
4839454,98000731
4839454,98560201
4839454,99138057
4839454,102218964
4839454,103655771
4839454,105224658
4839454,108841898
4839454,112337378
4839454,122381386
4839454,130454013
4839454,131556876
4839454,132839582
4839454,134088887
4839454,134303231
4839454,134684918
4839454,134690329
4839454,134862856
4839454,135508289
4839454,136166207
4839454,137119671
4839454,137474786
4839454,137839597
4839454,137944904
4839454,138780055
4839454,139775495
4839454,143118323
4839454,145875820
4839454,146285021
4839454,146393577
4839454,146465594
4839454,146920700
4839454,147481862
4839454,151085305
4839454,152059097
4839454,152519553
4839454,153949405
4839454,156500596
4839454,156990610
4839454,158019813
4839454,159182219
4839454,159756193
4839454,161610011
4839454,162628716
4839454,163431931
4839454,164639073
4839454,165570735
4839454,166596406
4839454,171913374
4839454,172490609
4839454,173544894
4839454,174195147
4839454,174467059
4839454,176612877
4839454,178376068
4839454,181029517
4839454,181194523
4839454,181708458
4839454,181785584
4839454,182278035
4839454,182325390
4839454,182723218
4839454,183686149
4839454,183963613
4839454,184154541
4839454,184228304
4839454,184747543
4839454,185362653
4839454,190843442
4839454,191607440
4839454,193874681
4839454,194100840
4839454,196423040
4839454,203524709
4839454,205017053
4839454,207810029
4839454,210687398
4839454,213212979
4839454,213306389
4839454,215905608
4839454,216706160
4839454,218183404
4839454,223069397
4839454,223200017
4839454,227974109
4839454,236067106
4839454,236566321
4839454,241251103
4839454,243166326
4839454,243849402
4839454,247779620
4839454,252008645
4839454,252914440
4839454,258976636
4839454,268386344
4839454,268815963
4839454,274045615
4839454,274223844
4839454,276247056
4839454,281803789
4839454,288934450
4839454,291787447
4839454,292651018
4839454,297723698
4839454,297855868
4839454,299620756
4839454,302425816
4839454,302950307
4839454,303355671
4839454,320022805
4839454,323273356
4839454,323684934
4839454,326161263
4839454,339832354
4839454,348769408
4839454,348821766
4839454,350293989
4839454,359047633
4839454,370594323
4839454,371707442
4839454,373812716
4839454,376279124
4839454,389112690
4839454,389601157
4839454,403488926
4839454,405646946
4839454,410281628
4839454,436977487
4839454,525613272
4839454,579924259
4839454,662741463
18501313,1393303
18501313,1512553
18501313,1691656
18501313,2476027
18501313,3001984
18501313,3283338
18501313,3496206
18501313,4086483
18501313,4250677
18501313,4369216
18501313,4445543
18501313,4876870
18501313,5025670
18501313,5048040
18501313,5850518
18501313,6143382
18501313,6494966
18501313,6734053
18501313,6922120
18501313,7092321
18501313,7220782
18501313,7281312
18501313,7621744
